legajo;estado_civil;carrera;carrera_grado;sede;anio_ingreso;horas_trabajadas;masculino;femenino;edad_ingreso;colegio_publico;argentino;activo_primer_anio;activo_segundo_anio;estado;promedio_1er_anio;anios_en_unlu;aprobadas_1er_anio;anios_cursados;c_promociones_1er_anio;c_libres_1er_anio;c_regulares_1er_anio;c_ausentes_1er_anio;c_noausentes_1er_anio;cursadas_ap_1er_anio;cursadas_1er_anio;cambio_universidad;cambio_carrera;progresar_2016;fracaso_academico;activo_2017
2402;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;8;0;1;21;1;1;1;1;REGULAR;5;4;4;3;3;1;2;1;6;5;7;0;0;0;0;1
2403;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;45;0;1;21;1;1;1;0;LIBRE/INHABILITADO;8,00;1;1;1;1;2;0;4;3;1;7;0;0;0;0;0
2404;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;21;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
2405;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;59;0;1;20;0;1;1;1;REGULAR;6,78;4;8;3;6;0;2;0;8;8;8;0;0;0;0;1
2406;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;19;0;1;1;1;REGULAR;7,14;4;7;3;6;1;1;1;8;7;9;0;0;0;0;1
2407;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;1;REGULAR;4,8;4;4;3;2;2;2;3;6;4;9;0;0;0;0;1
2408;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;20;1;0;30;1;0;1;0;LIBRE;7;1;1;1;1;2;0;2;3;1;5;0;0;0;0;0
2409;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;45;1;0;39;0;1;1;0;LIBRE;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
2410;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;56;1;0;34;1;1;1;1;LIBRE;8,5;3;2;3;2;4;1;0;7;3;7;0;0;0;1;0
2411;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;40;0;1;23;0;1;1;1;REGULAR;8,75;4;4;3;4;1;0;0;5;4;5;0;0;0;0;1
2412;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;45;0;1;26;0;1;1;0;LIBRE;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
2413;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;44;1;0;25;0;1;1;1;LIBRE;7;3;1;3;1;4;0;2;5;1;7;0;0;0;1;0
2414;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;45;0;1;23;1;1;1;1;REGULAR;6,86;4;6;3;5;0;3;0;8;8;8;0;0;0;0;1
2415;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;45;0;1;23;1;1;1;0;LIBRE/INHABILITADO;9,00;1;1;1;1;1;0;1;2;1;3;0;0;0;0;0
2416;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;36;1;0;22;1;1;1;1;REGULAR;7,13;4;7;3;7;0;1;0;8;8;8;0;0;0;0;1
2417;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;22;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;2;0;2;3;1;5;0;0;0;0;0
2418;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;30;1;0;21;1;1;1;0;LIBRE;5,67;1;2;1;2;1;2;4;5;4;9;0;0;0;0;0
2419;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;20;1;1;1;0;LIBRE;2;1;0;1;0;3;1;1;4;1;5;0;0;0;1;0
2420;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;20;1;1;1;1;LIBRE;7;3;1;3;1;1;0;3;2;1;5;0;0;0;0;0
2421;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;19;1;1;1;1;REGULAR;5,8;4;4;3;3;4;2;1;9;5;10;0;0;0;0;1
2422;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;19;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;2;1;6;4;2;10;0;0;0;0;0
2423;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;19;0;1;1;1;REGULAR;7,5;4;2;3;2;4;0;4;6;2;10;0;0;1;0;1
2424;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;40;1;0;19;0;1;1;1;REGULAR;6,78;4;9;3;4;1;4;1;9;8;10;0;0;0;0;1
2425;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;1;3;2;1;5;0;0;0;0;0
2426;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;17;0;1;1;0;LIBRE/INHABILITADO;8,00;1;1;1;1;0;0;4;1;1;5;0;0;0;0;0
2427;DIVORCIADO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;45;1;0;40;1;1;1;0;LIBRE;-;1;0;1;0;1;0;5;2;0;7;0;0;0;0;0
2428;CASADO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;10;0;1;28;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0
2429;CASADO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;6;0;1;27;1;1;1;0;LIBRE;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
2430;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;25;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;5;0;0;5;0;0;0;0;0
2431;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;8;1;0;22;1;1;1;0;LIBRE;7;1;1;1;1;2;0;1;3;1;4;0;0;0;0;0
2432;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;1;REGULAR;5,33;4;5;3;2;2;4;3;8;6;11;0;0;0;0;1
2433;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;44;1;0;27;0;1;1;1;LIBRE;9;3;3;3;3;1;1;5;5;4;10;0;0;0;0;0
2434;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;40;0;1;24;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;3;2;0;5;0;0;0;0;0
2435;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;45;1;0;24;0;1;1;0;LIBRE;7;1;1;1;1;2;0;2;3;1;5;0;0;0;0;0
2436;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;8;1;0;22;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;2;2;0;4;0;0;0;0;0
2437;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;19;0;1;1;1;LIBRE;6;3;4;3;1;2;3;2;7;4;9;0;0;0;0;0
2438;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;1;5;2;1;7;0;0;0;0;0
2439;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;20;1;1;1;0;REGULAR;-;4;0;3;0;4;0;6;5;0;11;0;1;0;0;1
2440;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;45;1;0;20;0;1;1;0;REGULAR;7,5;4;2;1;2;2;1;4;5;3;9;0;0;0;0;1
2441;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;1;REGULAR;5,6;4;4;3;2;2;2;4;6;4;10;0;0;0;0;1
2442;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;1;LIBRE;7,5;2;10;2;8;0;1;1;9;9;10;1;0;1;0;0
2443;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;1;6;2;1;8;0;0;0;0;0
2444;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;19;0;1;1;1;REGULAR;7,33;4;3;3;2;2;4;4;9;6;13;0;0;0;0;1
2445;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;45;0;1;24;0;1;1;1;REGULAR;-;4;0;3;0;2;0;2;2;0;4;0;0;0;0;1
2446;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;30;0;1;34;1;1;1;0;LIBRE;10;1;1;1;1;0;0;2;2;1;4;0;0;0;0;0
2447;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2014;35;0;1;25;1;1;1;0;LIBRE;7;1;1;1;1;1;0;2;2;1;4;0;0;0;0;0
2448;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;1;0;23;1;1;1;0;LIBRE;-;1;0;1;0;0;1;2;1;1;3;0;0;0;0;0
2449;CASADO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;45;0;1;29;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;1;2;0;3;0;0;0;1;0
2450;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;32;1;0;24;0;1;1;0;LIBRE;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
2451;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;5;0;0;5;0;1;0;0;0
2452;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;42;0;1;22;0;1;1;1;LIBRE;8;3;3;3;3;2;1;1;7;4;8;0;0;0;0;0
2453;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;20;0;1;36;1;1;1;1;LIBRE;5,33;3;2;3;2;2;1;1;6;3;7;0;0;0;0;0
2454;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;31;0;1;23;1;1;1;1;REGULAR;6;4;5;3;4;0;3;0;8;7;8;0;0;0;0;1
2455;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;1;REGULAR;8,13;4;8;3;7;0;1;0;10;8;10;0;0;0;0;1
2456;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;1;LIBRE;7,17;3;6;3;4;0;4;0;9;8;9;0;0;0;0;0
2457;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;25;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;2;2;0;4;0;0;0;0;0
2458;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;40;0;1;20;1;1;1;1;LIBRE;8;3;2;3;2;1;1;2;5;3;7;0;0;0;0;0
2459;CASADO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;36;1;1;1;1;LIBRE;2;2;0;2;0;3;3;1;7;3;8;0;0;0;0;0
2460;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2014;0;0;1;22;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;0;0;4;1;1;5;0;0;0;0;0
2461;SOLTERO/A;LIC. EN INFORMACION AMBIENTAL;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;1;1;2;3;2;5;0;0;0;0;0
2462;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;6;1;0;21;1;1;1;1;REGULAR;6,8;4;4;3;3;0;4;1;7;7;8;0;0;0;0;1
2463;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;20;0;1;1;1;LIBRE;5;3;3;3;2;2;3;1;7;5;8;0;0;0;0;0
2464;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;19;1;1;1;1;REGULAR;7;4;2;3;2;2;1;0;5;3;5;0;1;0;0;1
2465;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;1;REGULAR;9;4;1;3;0;1;3;0;4;3;4;0;0;0;0;1
2466;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;1;REGULAR;3,17;4;3;3;0;2;6;0;8;6;8;0;0;1;0;1
2467;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;1;LIBRE;4,5;2;1;2;1;2;5;0;8;6;8;0;0;0;0;0
2468;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;1;0;3;2;1;5;0;0;0;0;0
2469;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;1;REGULAR;6,5;4;8;3;6;0;2;0;8;8;8;0;0;0;0;1
2470;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;1;REGULAR;6;4;7;3;5;0;2;1;7;7;8;0;0;1;0;1
2471;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;1;REGULAR;7;4;5;3;5;1;1;0;7;6;7;0;0;1;0;1
2472;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;20;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;1;3;2;5;4;7;0;0;0;0;0
2473;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;1;5;1;6;5;7;0;0;0;0;0
2474;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;2;2;1;4;2;5;0;0;0;0;0
2475;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;1;REGULAR;7,43;4;7;3;6;0;2;0;8;8;8;0;0;1;0;1
2476;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;1;REGULAR;7,22;4;8;3;7;0;2;0;9;9;9;0;1;0;0;1
2477;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;0;0;4;1;1;5;0;0;0;0;0
2478;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;25;0;1;18;0;1;1;1;REGULAR;7;4;8;3;6;1;2;0;9;8;9;0;0;1;0;1
2479;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;1;0;17;0;1;1;1;REGULAR;7;4;7;3;6;2;1;0;9;7;9;0;0;0;0;1
2480;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;17;0;1;1;1;REGULAR;5,33;4;4;3;4;2;2;1;8;6;9;0;0;0;0;1
2481;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;18;1;0;1;1;REGULAR;5,2;4;4;3;2;2;1;2;5;3;7;0;0;1;0;1
2482;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;17;0;1;1;1;REGULAR;6,56;4;7;3;6;1;1;1;8;7;9;0;0;0;0;1
2483;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;3;1;0;4;0;0;0;0;0
2484;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;4;1;0;19;1;1;1;1;REGULAR;7,86;4;7;3;7;0;0;0;7;7;7;0;0;0;0;1
2485;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;19;0;1;1;1;REGULAR;5;4;4;3;3;1;3;2;7;6;9;0;0;0;0;1
2486;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;40;1;0;17;1;1;1;0;LIBRE;7;3;1;3;1;2;1;4;4;2;8;0;0;0;0;0
2487;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;21;1;1;1;1;REGULAR;7,4;4;5;3;5;3;2;1;10;7;11;0;0;1;0;1
2488;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;19;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;1;1;3;1;4;0;0;0;0;0
2489;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;1;REGULAR;5,33;4;9;3;5;1;4;0;10;9;10;0;0;0;0;1
2490;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;12;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;0;4;1;0;5;0;0;0;0;0
2491;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;1;REGULAR;5,86;4;5;3;5;2;1;1;8;6;9;0;0;1;0;1
2492;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;17;0;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;3;0;1;4;1;5;0;0;0;1;0
2493;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;1;4;1;1;5;0;0;0;0;0
2494;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;18;0;1;1;1;REGULAR;6,9;4;10;3;5;0;4;1;9;9;10;0;0;0;0;1
2495;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;1;2;1;1;3;0;0;0;0;0
2496;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;17;0;1;1;1;REGULAR;5,82;4;9;3;5;0;4;0;9;9;9;0;0;0;0;1
2497;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;0;1;17;0;1;1;1;REGULAR;6,33;4;5;3;5;4;0;0;9;5;9;0;0;0;0;1
2498;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;1;LIBRE;3,67;2;1;2;0;3;3;4;6;3;10;0;0;0;0;0
2499;SOLTERO/A;LIC. EN COMERCIO INTERNACIONAL;1;C.R. CAMPANA;2014;49;0;1;18;1;1;1;0;LIBRE/INHABILITADO;7,00;1;1;1;1;2;3;4;6;4;10;0;0;0;0;0
2500;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;1;REGULAR;8,13;4;8;3;7;0;1;0;8;8;8;0;1;0;0;1
2501;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;21;0;1;18;1;1;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;1;1;4;3;1;7;0;1;0;0;0
2502;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;1;1;4;3;1;7;0;0;0;0;0
2503;SOLTERO/A;LICENCIATURA EN TRABAJO SOCIAL;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;2;0;5;2;5;0;0;0;0;0
2504;SOLTERO/A;PROFESORADO EN GEOGRAFIA;1;SEDE LUJAN;2014;0;1;0;18;1;1;1;1;REGULAR;-;4;0;3;0;2;1;6;3;1;9;0;1;0;0;1
2505;CASADO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;31;1;1;1;1;REGULAR;8;4;1;3;1;0;0;2;1;1;3;0;0;0;0;1
2506;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;27;1;1;1;1;REGULAR;7,38;4;8;3;7;0;1;0;8;8;8;0;1;0;0;1
2507;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;35;0;1;24;1;1;1;1;REGULAR;7,57;4;7;3;5;1;2;0;8;7;8;0;0;0;0;1
2508;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;45;0;1;21;0;1;1;1;REGULAR;6,13;4;7;3;5;0;2;1;7;7;8;0;0;0;0;1
2509;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;25;0;1;21;0;1;1;1;REGULAR;9,33;4;6;3;6;0;0;1;6;6;7;0;0;1;0;1
2510;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;1;0;20;1;1;1;1;REGULAR;7;4;6;3;5;1;2;2;8;7;10;0;0;0;0;1
2511;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. SAN MIGUEL;2014;0;1;0;19;1;1;1;1;LIBRE;7;2;2;2;2;2;3;2;7;5;9;0;0;0;0;0
2512;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;8;0;1;19;0;1;1;0;LIBRE;-;1;0;1;0;0;1;3;1;1;4;0;0;0;0;0
2513;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;1;LIBRE;4,5;3;1;3;1;3;1;3;5;2;8;0;0;0;0;0
2514;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;18;0;1;1;1;REGULAR;7,33;4;3;3;3;2;3;0;8;6;8;0;0;0;0;1
2515;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;17;0;1;1;1;REGULAR;6,6;4;5;3;4;1;1;2;6;5;8;0;0;0;0;1
2516;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;1;0;18;1;1;1;1;REGULAR;4,75;4;2;3;2;0;2;4;4;4;8;0;0;1;0;1
2517;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;1;LIBRE;4;2;1;2;1;0;3;6;4;4;10;0;1;0;0;0
2518;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;6;1;0;18;0;1;1;0;REGULAR;-;4;0;3;0;2;0;2;2;0;4;0;0;0;0;1
2519;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;30;0;1;18;0;1;1;1;REGULAR;6,7;4;8;3;6;0;3;0;9;9;9;0;0;0;0;1
2520;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;1;2;3;1;5;0;0;0;0;0
2521;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;18;1;1;1;1;REGULAR;8;4;1;3;1;3;3;1;7;4;8;0;0;0;0;1
2522;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;18;0;1;1;0;LIBRE/INHABILITADO;2,00;1;0;1;0;1;4;1;5;4;6;0;0;1;0;0
2523;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;17;1;1;1;1;LIBRE;6,38;2;7;2;5;1;2;0;8;7;8;0;0;0;0;0
2524;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;1;0;18;0;1;1;1;REGULAR;5,5;4;6;3;4;0;3;2;7;7;9;0;0;0;0;1
2525;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;18;1;0;17;0;1;1;1;LIBRE;6,71;3;6;3;6;2;1;0;9;7;9;0;0;1;0;0
2526;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;48;1;0;23;1;1;1;1;LIBRE;5,33;2;7;2;4;0;4;0;8;8;8;0;1;0;0;0
2527;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;19;0;1;1;1;REGULAR;6,8;4;5;3;4;1;1;2;6;5;8;0;0;0;0;1
2528;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;15;0;1;20;1;1;1;0;LIBRE/INHABILITADO;9,00;1;1;1;1;0;0;4;1;1;5;0;1;0;0;0
2529;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;0;1;20;0;1;1;1;REGULAR;8,33;4;6;3;6;1;0;0;7;6;7;0;0;0;0;1
2530;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;25;0;1;20;0;1;1;1;REGULAR;6;4;8;3;5;0;2;1;7;7;8;0;0;0;0;1
2531;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;19;0;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;0;0;4;0;0;4;0;0;0;0;0
2532;SOLTERO/A;LICENCIATURA EN ADMINISTRACION;1;C.R. CAMPANA;2014;0;0;1;17;1;1;1;0;LIBRE/INHABILITADO;-;1;0;1;0;2;0;4;2;0;6;0;0;0;0;0
2533;SOLTERO/A;CONTADOR PUBLICO;1;C.R. CAMPANA;2014;0;1;0;19;1;1;1;1;REGULAR;8,13;4;8;3;8;1;0;0;9;8;9;0;0;0;0;1
