,legajo,estado_civil,carrera,carrera_grado,sede,anio_ingreso,horas_trabajadas,masculino,femenino,edad_ingreso,colegio_publico,argentino,activo_primer_anio,activo_segundo_anio,estado,promedio_1er_anio,anios_en_unlu,aprobadas_1er_anio,anios_cursados,c_promociones_1er_anio,c_libres_1er_anio,c_regulares_1er_anio,c_ausentes_1er_anio,c_noausentes_1er_anio,cursadas_ap_1er_anio,cursadas_1er_anio,cambio_universidad,cambio_carrera,progresar_2016,fracaso_academico,activo_2017
4586,4586,SOLTERO/A,TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS,1,SEDE LUJAN,2014,0,0,1,17,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4587,4587,SOLTERO/A,TEC. UN. EN INSP. DE ALIMENTOS,1,SEDE LUJAN,2014,0,0,1,19,1,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4588,4588,SOLTERO/A,PROFESORADO EN GEOGRAFIA,1,SEDE LUJAN,2014,20,1,0,23,1,1,1,1,LIBRE,9,2,1,2,1,2,0,1,3,1,4,0,0,0,0,0
4589,4589,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,1,0,18,0,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,2,0,0,3,1,3,0,0,0,1,0
4590,4590,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,18,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,1,1,2,3,2,5,0,0,0,0,0
4591,4591,SOLTERO/A,DOCTORADO EN CIENCIAS APLICADAS,0,SEDE LUJAN,2014,15,1,0,28,1,1,0,0,LIBRE/INHABILITADO,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4592,4592,SOLTERO/A,INGENIERIA EN ALIMENTOS,1,SEDE LUJAN,2014,0,0,1,18,0,1,1,1,REGULAR,6.8,4,4,3,2,0,1,1,3,3,4,0,0,0,0,1
4593,4593,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,0,0,1,18,0,1,1,1,LIBRE,9,3,1,3,1,0,3,0,4,4,4,0,0,0,0,0
4594,4594,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,0,1,0,30,1,1,1,1,LIBRE,-,2,0,2,0,1,0,0,1,0,1,0,0,0,1,0
4595,4595,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CHIVILCOY,2014,0,1,0,18,0,1,1,1,LIBRE,-,3,0,3,0,1,1,1,2,1,3,0,0,1,0,0
4596,4596,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,0,1,25,1,1,1,0,LIBRE,9,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
4597,4597,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CHIVILCOY,2014,0,0,1,18,1,1,0,1,LIBRE,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4598,4598,SOLTERO/A,INGENIERIA INDUSTRIAL,1,SEDE LUJAN,2014,0,1,0,18,0,1,1,0,REGULAR,-,4,0,3,0,0,0,1,0,0,1,0,1,0,0,1
4599,4599,SOLTERO/A,PROFESORADO EN EDUCACION FISICA,1,D.A. S.FERNANDO,2014,20,0,1,18,0,1,1,1,LIBRE,-,3,0,3,0,0,0,1,0,0,1,0,1,0,0,0
4600,4600,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,6,0,1,18,1,1,1,1,LIBRE,9.5,2,4,2,4,0,0,0,4,4,4,0,0,0,0,0
4601,4601,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,18,0,1,1,1,REGULAR,-,4,0,2,0,3,0,2,3,0,5,0,0,0,1,1
4602,4602,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,8,0,1,21,0,1,1,1,LIBRE,7,2,1,2,1,2,0,1,3,1,4,0,0,0,0,0
4603,4603,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,0,0,1,24,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,3,1,1,4,0,0,0,0,0
4604,4604,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,40,0,1,45,1,1,1,1,REGULAR,7.4,4,5,3,3,0,2,0,5,5,5,0,0,0,0,1
4605,4605,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,0,0,1,17,0,1,1,1,LIBRE,-,3,0,3,0,1,2,1,3,2,4,0,0,1,0,0
4606,4606,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,40,0,1,28,0,1,1,0,LIBRE,-,1,0,1,0,0,1,2,1,1,3,0,0,0,0,0
4607,4607,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,7,0,1,24,0,1,1,1,REGULAR,7,4,3,3,3,1,0,1,4,3,5,0,0,0,0,1
4608,4608,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,0,0,1,20,1,1,1,0,LIBRE/INHABILITADO,9,1,1,1,1,2,0,1,3,1,4,0,0,0,0,0
4609,4609,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,25,1,0,24,0,1,1,1,REGULAR,7,2,1,2,1,0,1,0,2,2,2,0,0,0,0,0
4610,4610,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,19,0,1,1,1,REGULAR,8,4,1,3,1,2,1,0,4,2,4,0,0,0,0,1
4611,4611,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,6,0,1,21,1,1,1,1,LIBRE/INHABILITADO,-,2,0,2,0,1,1,1,2,1,3,0,0,1,0,0
4612,4612,SOLTERO/A,PROFESORADO EN GEOGRAFIA,1,C.R. SAN MIGUEL,2014,4,0,1,25,1,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4613,4613,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,68,1,0,26,0,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,3,0,0,4,1,4,0,0,0,1,0
4614,4614,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,0,0,1,21,0,1,1,1,LIBRE,7,2,2,2,2,2,1,1,5,3,6,0,0,0,0,0
4615,4615,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,0,0,1,18,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,1,0,2,2,1,4,0,0,0,0,0
4616,4616,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,48,1,0,43,1,1,1,1,LIBRE,7,3,2,3,2,1,2,0,5,4,5,0,0,0,0,0
4617,4617,SOLTERO/A,PROFESORADO EN CIENCIAS DE LA EDUCACION,1,C.R. SAN MIGUEL,2014,0,0,1,20,1,1,1,1,LIBRE,-,3,0,3,0,0,1,4,1,1,5,0,1,1,0,0
4618,4618,SOLTERO/A,PROFESORADO EN GEOGRAFIA,1,C.R. SAN MIGUEL,2014,36,0,1,21,1,1,1,1,REGULAR,7.5,4,2,3,2,2,1,0,5,3,5,0,0,0,0,1
4619,4619,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,40,0,1,34,1,1,1,0,LIBRE,-,3,0,3,0,0,0,2,0,0,2,0,0,0,0,0
4620,4620,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,22,0,1,1,1,REGULAR,10,4,3,3,3,0,0,0,3,3,3,0,0,0,0,1
4621,4621,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,48,1,0,28,1,1,1,1,LIBRE,7,2,1,2,1,0,2,0,3,3,3,0,0,0,0,0
4622,4622,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,54,1,0,27,1,1,1,1,REGULAR,5.33,4,2,3,1,0,3,1,4,4,5,0,0,0,0,1
4623,4623,SEPARADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,40,0,1,49,1,1,1,0,LIBRE,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
4624,4624,DIVORCIADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,40,0,1,47,1,1,1,0,LIBRE,-,1,0,1,0,2,0,2,2,0,4,0,0,0,0,0
4625,4625,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,25,0,1,19,1,1,1,1,LIBRE/INHABILITADO,6.5,2,2,2,1,1,1,0,3,2,3,0,0,0,0,0
4626,4626,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,30,0,1,38,1,1,1,1,LIBRE,7,3,4,3,4,1,0,0,5,4,5,0,0,0,0,0
4627,4627,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,0,0,1,20,1,1,1,1,REGULAR,-,4,0,3,0,1,2,2,3,2,5,0,0,0,0,1
4628,4628,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,0,0,1,19,1,1,1,0,LIBRE,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
4629,4629,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,40,1,0,19,0,1,1,1,LIBRE,7.67,2,3,2,2,0,2,0,4,4,4,0,0,0,0,0
4630,4630,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,0,0,1,18,0,1,1,1,LIBRE,7,2,2,2,1,2,1,0,4,2,4,1,0,0,0,0
4631,4631,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,0,0,1,22,1,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4632,4632,SOLTERO/A,TEC. UN. EN INSP. DE ALIMENTOS,1,SEDE LUJAN,2014,0,0,1,18,1,1,1,1,REGULAR,7,4,1,3,1,1,0,1,2,1,3,0,1,0,0,1
4633,4633,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2014,0,0,1,17,1,1,1,1,REGULAR,6.5,4,4,3,2,1,2,0,5,4,5,0,0,1,0,1
4634,4634,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. SAN MIGUEL,2014,0,0,1,20,1,1,1,1,REGULAR,7,4,2,3,2,0,0,0,2,2,2,0,0,1,0,1
4635,4635,SOLTERO/A,TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS,1,SEDE LUJAN,2014,0,1,0,21,0,1,1,1,LIBRE,-,2,0,2,0,0,1,3,3,1,6,0,0,1,0,0
4636,4636,SOLTERO/A,TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS,1,SEDE LUJAN,2014,0,1,0,19,0,1,1,0,LIBRE,4,1,1,1,0,2,1,1,5,1,6,0,0,0,0,0
4637,4637,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,45,1,0,26,0,1,1,1,REGULAR,8,4,1,3,1,0,0,0,1,1,1,0,0,0,0,1
4638,4638,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,6,0,1,25,0,1,1,1,LIBRE,-,2,0,2,0,2,1,0,3,1,3,0,0,0,1,0
4639,4639,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2014,0,0,1,21,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
4640,4640,SOLTERO/A,INGENIERIA EN ALIMENTOS,1,SEDE LUJAN,2014,0,1,0,23,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4641,4641,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,0,1,0,17,0,1,1,1,REGULAR,7.25,4,4,3,4,0,0,0,4,4,4,0,1,0,0,1
4642,4642,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,45,1,0,22,0,1,1,1,REGULAR,8,4,2,3,2,0,0,2,2,2,4,0,0,0,0,1
4643,4643,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2014,0,0,1,63,0,1,1,1,LIBRE,8.33,3,3,3,3,0,0,0,3,3,3,0,0,0,0,0
4644,4644,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2014,20,0,1,50,1,1,1,1,LIBRE,7.5,3,3,3,3,0,1,0,5,4,5,0,0,0,0,0
4645,4645,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,5,1,0,18,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,0,4,1,0,5,0,0,0,0,0
4646,4646,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,0,1,18,1,0,1,1,LIBRE/INHABILITADO,-,2,0,2,0,2,1,1,3,1,4,0,0,0,0,0
4647,4647,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,9,1,0,32,0,1,1,1,LIBRE,8,3,2,3,2,0,0,2,2,2,4,0,0,0,0,0
4648,4648,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,0,1,23,0,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4649,4649,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,0,0,1,19,0,1,1,1,LIBRE,5,2,1,2,0,2,2,0,4,2,4,0,0,0,0,0
4650,4650,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,0,1,0,18,0,1,1,1,LIBRE,10,2,1,2,1,1,0,2,2,1,4,0,0,0,0,0
4651,4651,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2014,40,0,1,35,1,1,1,1,LIBRE,2,2,0,2,0,2,1,0,3,1,3,0,0,0,1,0
4652,4652,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,1,0,19,0,1,0,1,REGULAR,-,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0
4653,4653,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2014,30,0,1,27,1,1,1,1,LIBRE/INHABILITADO,-,2,0,2,0,2,1,0,3,1,3,0,0,0,1,0
4654,4654,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,49,0,1,24,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4655,4655,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,10,1,0,27,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,0,3,1,0,4,0,0,0,0,0
4656,4656,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,0,0,1,21,0,1,1,1,REGULAR,7,4,3,3,2,0,1,1,3,3,4,0,0,0,0,1
4657,4657,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,0,1,0,19,0,1,1,1,LIBRE,8,2,1,2,1,3,1,1,5,2,6,0,1,0,0,0
4658,4658,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,0,0,1,18,1,1,1,1,REGULAR,-,3,0,3,0,1,2,0,3,2,3,0,0,1,0,0
4659,4659,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,0,0,1,25,0,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4660,4660,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,0,0,1,19,1,1,1,0,LIBRE/INHABILITADO,7,1,1,1,1,0,0,6,1,1,7,0,0,0,0,0
4661,4661,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,45,0,1,33,1,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4662,4662,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,0,1,0,21,1,1,1,1,REGULAR,5.75,4,3,3,1,1,1,3,3,2,6,0,0,1,0,1
4663,4663,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,45,0,1,25,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,1,2,2,1,4,0,0,0,0,0
4664,4664,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,8,0,1,31,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,4,0,0,4,0,0,0,0,0
4665,4665,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,8,1,0,26,1,1,1,0,LIBRE,7,1,1,1,1,0,0,2,1,1,3,0,0,0,0,0
4666,4666,SOLTERO/A,CONTADOR PUBLICO,1,C.R. CAMPANA,2014,8,0,1,28,1,1,1,1,REGULAR,5,3,1,3,1,0,1,1,2,2,3,0,0,0,0,0
4667,4667,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,8,0,1,19,0,1,1,1,REGULAR,5.67,4,2,3,2,0,1,0,3,3,3,0,0,0,0,1
4668,4668,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,0,1,20,1,1,1,1,LIBRE,-,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0
4669,4669,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,48,1,0,21,1,1,1,1,LIBRE,7,2,1,2,1,0,0,1,1,1,2,0,0,0,0,0
4670,4670,CASADO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2014,3,0,1,43,0,1,1,0,LIBRE,7,1,1,1,1,0,0,2,1,1,3,0,0,0,0,0
4671,4671,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,0,0,1,20,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,1,3,2,1,5,0,0,0,0,0
4672,4672,SOLTERO/A,TECNICATURA UNIVERSITARIA EN INDUSTRIAS LACTEAS,1,SEDE LUJAN,2014,0,1,0,17,1,1,1,1,REGULAR,8.25,4,4,3,3,0,1,0,6,4,6,0,0,1,0,1
4673,4673,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,38,0,1,19,0,1,1,1,LIBRE,6,2,1,2,0,2,1,1,3,1,4,0,0,0,0,0
4674,4674,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2014,0,0,1,20,1,1,1,0,LIBRE,-,1,0,1,0,1,2,2,4,2,6,0,0,0,0,0
4675,4675,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,50,0,1,24,1,1,1,0,LIBRE,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4676,4676,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2014,0,1,0,18,0,1,1,0,LIBRE,5,1,2,1,1,1,2,0,4,3,4,0,0,0,0,0
4677,4677,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. CAMPANA,2014,0,0,1,19,0,0,1,1,REGULAR,-,4,0,3,0,1,0,4,1,0,5,0,0,0,0,1
4678,4678,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,74,1,0,24,1,1,1,0,LIBRE,-,1,0,1,0,2,0,4,2,0,6,0,0,0,0,0
4679,4679,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,C.R. CAMPANA,2014,48,1,0,27,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4680,4680,SOLTERO/A,LIC. EN INFORMACION AMBIENTAL,1,C.R. CAMPANA,2014,44,0,1,22,1,1,1,1,REGULAR,10,4,1,3,1,2,0,0,3,1,3,0,0,0,1,1
4681,4681,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,C.R. CAMPANA,2014,0,0,1,19,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4682,4682,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2014,0,1,0,17,1,1,1,1,LIBRE/INHABILITADO,5.25,2,3,2,2,0,2,0,4,4,4,0,0,1,0,0
4683,4683,DIVORCIADO/A,LIC. EN INFORMACION AMBIENTAL,1,C.R. CAMPANA,2014,9,1,0,37,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0
4684,4684,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,45,0,1,24,1,1,1,1,REGULAR,2,4,0,3,0,0,0,3,0,0,3,0,0,0,0,1
4685,4685,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,1,0,17,0,1,1,1,LIBRE,7,3,1,3,1,2,0,1,3,1,4,0,0,0,0,0
4686,4686,SOLTERO/A,PROFESORADO EN HISTORIA,1,SEDE LUJAN,2014,36,0,1,26,0,1,1,1,REGULAR,7.5,4,2,3,2,0,1,1,3,3,4,0,0,0,0,1
4687,4687,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,36,1,0,19,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4688,4688,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,0,1,18,0,1,1,0,LIBRE/INHABILITADO,-,4,0,1,0,0,1,3,1,1,4,0,0,0,0,1
4689,4689,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,49,0,1,19,1,1,1,1,LIBRE,-,3,0,3,0,1,1,2,2,1,4,0,0,0,0,0
4690,4690,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,SEDE LUJAN,2014,0,0,1,20,0,1,1,1,REGULAR,6.5,4,3,3,3,0,1,0,4,4,4,0,0,1,0,1
4691,4691,SOLTERO/A,CONTADOR PUBLICO,1,SEDE LUJAN,2014,0,0,1,20,1,1,1,0,REGULAR,-,4,0,3,0,0,0,4,0,0,4,0,0,1,0,1
4692,4692,SOLTERO/A,LIC. EN COMERCIO INTERNACIONAL,1,SEDE LUJAN,2014,0,1,0,18,0,1,1,1,REGULAR,5.75,4,3,3,2,2,1,0,5,3,5,0,0,0,0,1
4693,4693,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2014,0,0,1,18,0,1,1,1,LIBRE,7,2,3,2,3,2,0,0,5,3,5,0,1,0,0,0
4694,4694,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2014,20,1,0,34,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4695,4695,SOLTERO/A,LICENCIATURA EN TRABAJO SOCIAL,1,SEDE LUJAN,2014,15,0,1,33,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4696,4696,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,5,1,0,22,1,1,1,1,LIBRE,-,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0
4697,4697,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,20,0,1,18,0,1,1,0,LIBRE/INHABILITADO,8,1,1,1,1,0,0,3,1,1,4,0,0,0,0,0
4698,4698,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,24,1,0,18,0,1,1,1,LIBRE,9,2,1,2,1,0,0,3,1,1,4,0,0,0,0,0
4699,4699,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,36,0,1,18,1,1,1,1,REGULAR,10,4,1,3,1,0,1,2,2,2,4,0,0,1,0,1
4700,4700,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,45,1,0,21,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,1,0,2,1,0,3,0,0,0,0,0
4701,4701,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,20,1,1,1,1,REGULAR,4.75,4,3,3,2,1,1,1,4,3,5,0,0,0,0,1
4702,4702,SOLTERO/A,INGENIERIA INDUSTRIAL,1,SEDE LUJAN,2014,20,1,0,20,1,1,0,0,LIBRE,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,4703,CASADO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,0,0,1,28,0,1,1,1,LIBRE,10,2,1,2,0,1,1,3,2,1,5,0,0,0,0,0
4704,4704,UNIDO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,21,0,1,30,0,1,1,1,LIBRE,8.67,3,3,3,3,0,0,0,3,3,3,0,0,0,0,0
4705,4705,DIVORCIADO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,20,0,1,40,0,1,1,0,LIBRE,10,1,1,1,1,0,0,2,1,1,3,0,0,0,0,0
4706,4706,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,29,1,1,1,1,REGULAR,7,4,1,3,1,0,0,2,1,1,3,0,0,0,0,1
4707,4707,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,48,0,1,36,0,1,1,1,LIBRE,-,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0
4708,4708,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,48,1,0,21,0,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,2,1,1,3,1,4,0,0,0,0,0
4709,4709,SOLTERO/A,LICENCIATURA EN ADMINISTRACION,1,C.R. SAN MIGUEL,2014,0,1,0,19,1,1,1,0,LIBRE/INHABILITADO,-,1,0,1,0,0,0,4,0,0,4,0,1,0,0,0
4710,4710,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,0,1,17,1,1,1,0,LIBRE/INHABILITADO,2,1,0,1,0,0,1,3,1,1,4,0,0,0,0,0
4711,4711,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,60,0,1,20,0,1,1,1,REGULAR,5.67,4,2,3,2,0,1,0,3,3,3,0,1,0,0,1
4712,4712,SOLTERO/A,CONTADOR PUBLICO,1,C.R. SAN MIGUEL,2014,0,1,0,18,0,1,1,1,REGULAR,6.5,4,2,3,1,1,2,0,4,3,4,0,1,1,0,1
